"Name Of Area","Latitide","Longitude","Climb Name","Climb Grade","Tide Season","Tide Height","Hours to be inaccesible","Lead","Date...11","2nd","Date...13"
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Cavalry Groove","D","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"The Retreat","M","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"The Scoop","VD","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Headlines","VD","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Headlines, Direct Finish","VD","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Paladin","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Edgeway","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Venus Pool Cove)",49.421302,-2.627079,"Cossack Wall","VS","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Just for the Crack","E1 5b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Squall","VS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Kittewake","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Trustin","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Crispin","HVS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Canine Holiday","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Slowburn","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Spike","E1 5b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Chalcedony","VS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Quicksilver","VS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Wonderland","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Fool's Gold","VS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"The Islanders","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Taylor's Redemption","D","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Space Cadet","HS 4a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Streetwalker","D","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"A Triumph for Education","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Streetwise","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Freeway","D","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Freetime","HS","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Brisket","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Gear Frenzy","VD","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Another","VD","All","All",0,NA,NA,NA,NA
"Boulder Wall (Stacks)",49.42067,-2.626068,"Ignominous","D","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Slab Left-Hand","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Directissima","HVS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Desolation Row","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Calanda","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Widdershins","S 4a","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"Slip Slidn' Away","VS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (Overlap Slab)",49.420691,-2.624161,"High Noon","S","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Pronto","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Shenanigan","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Valentino","HVS 5a","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Brinkmanship","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Domino Wall","HVS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Pianissimo","VS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Zoanthopist Groove","HVS 4c","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Sigma","HS 4b","All","All",0,NA,NA,NA,NA
"Boulder Wall (50 Yards East)",49.420699,-2.623464,"Omicron","HVS 5a","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Balance of Power","HVS 5b","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Ques for Cures","E1 5b","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Join the Cue","S","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Hide and Shriek","VS 4c","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Monkey Puzzle","HVS 5c","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"The Dunce","VD","All","All",0,NA,NA,NA,NA
"Rainbow Wall",49.420698,-2.621171,"Pumpkin Pie","VS 4c","All","All",0,NA,NA,NA,NA
"Arch Rock - The Slab",49.419809,-2.620025,"Incursion","HVS","Neap","High",0,NA,NA,NA,NA
"Arch Rock - The Slab",49.419809,-2.620025,"Insomnia","HVS 5b","Neap","High",0,NA,NA,NA,NA
"Arch Rock - The Slab",49.419809,-2.620025,"Insurrection","VS 4c","Neap","High",0,NA,NA,NA,NA
"Arch Rock - Mosaic Wall",49.419594,-2.619682,"Mosiaic","HS 4b","All","High",2,NA,NA,NA,NA
"Arch Rock - Mosaic Wall",49.419594,-2.619682,"Domino","HS 4b","All","High",2,NA,NA,NA,NA
"Arch Rock - Mosaic Wall",49.419594,-2.619682,"Unknown Name","HVS 5a","All","High",2,NA,NA,NA,NA
"Arch Rock - Mosaic Wall",49.419594,-2.619682,"The Jester","VS 4c","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Tickle Your Wriggler","?? ??","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Bronco","S","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Garfield","E2 5c","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Ratbag","S","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Lacey a.k.a. Inferno","HS 4b","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Shoestring","S","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Odie","HVS 5a","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Twinkle","D","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Felony","S","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Forty Days and Forty Nights","HVS 5a","All","High",2,NA,NA,NA,NA
"Tower Buttress",49.41942,-2.618671,"Reve de Fer","S","All","High",2,NA,NA,NA,NA
"Fire Wall",49.418927,-2.613954,"Footless Hero","E2 5b","All","Low",2,NA,NA,NA,NA
"Fire Wall",49.418927,-2.613954,"Serendipity","VS 5a","All","Low",2,NA,NA,NA,NA
"Fire Wall",49.418927,-2.613954,"Lost Soles","VS 4c","All","Low",2,NA,NA,NA,NA
"Fire Wall",49.418927,-2.613954,"Christmas Bazar","S","All","All",0,NA,NA,NA,NA
"Fire Wall",49.418927,-2.613954,"Mince Pie","VD","All","All",0,NA,NA,NA,NA
"Crag X",49.419094,-2.613265,"Unknown Name","VD/S","All","All",0,NA,NA,NA,NA
"Crag X",49.419094,-2.613265,"Unknown Name","HVS/E1","All","All",0,NA,NA,NA,NA
"Crag X",49.419094,-2.613265,"Unknown Name","?? ??","All","All",0,NA,NA,NA,NA
"Christmas Crag",49.419146,-2.611975,"The Abyss","VS 4b","All","All",0,NA,NA,NA,NA
"Christmas Crag",49.419146,-2.611975,"Hunger","HVS 5a","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Hunkey Dorey","HS 4b","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"White Wall","E1 5b","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Cemented Relations","HVS 5a","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Cement Failure","E2 5c","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Concrete Waistcoat","HVS 5a","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Joey","HS 4b","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Slab Direct","HS 4b","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Human Race","E1 5b","All","All",0,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Tide Race","HVS 5b","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Boomerang","HS","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Boomerang Variation","HS 4b/4c","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Masektet","Hs 4b","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Gary Big Tits","HS 4b","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Negress","S","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Summer Solstice","E2 5c","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Charybdis","E3 5c","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"The Porg","VD","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"New Year's Heave","E1 5b","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Space Race","HS 4c","All","High",3,NA,NA,NA,NA
"Red Crag",49.419809,-2.609393,"Boulder Gully","D","All","High",3,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Trundler's Corner","HVS 5a","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Paternoster","HVS 4c","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"A Touch Too Much","VS 4c","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Back 'n' Foot to Oblivion","VD","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Kiwi Crack","D","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Nowt","E1 5b","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Next to Nowt","VS 5a","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Sunspot","VS 4c","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Hash","VD","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Sunset Crack","S","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Mantleshelf","S","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Sunset Flute","HS 4b","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Rock Punk","VD","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Drainpipe Crack","VS 4b","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Rat out of Hell a.k.a Guttersnipe","E4 6b","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Wall Street Shuffle","E3 6a","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Shaking Flakes","HVS","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Oil Drum","S","All","High",2,NA,NA,NA,NA
"Sunset Bay",49.420198,-2.608161,"Bottletop","HS 4b","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Vandal","E1 5b","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Retire to Guernsey","E1 5b","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Cacafuego","VS 5a","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Astroglide","S","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Spitfire","E1 5b","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Pink Haze","D","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Deceitful Lady","VS 4b","All","High",2,NA,NA,NA,NA
"Corbiere Slab",49.420059,-2.607557,"Quick Retreat","S","All","High",2,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Libra","VS 5b","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Footloose","VS 4c","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Rufous","E1 5b","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Emma","S","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Emma Variation","VS 4b","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Harlequin","HVS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Masquerade","HVS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Tumble","HVS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Gelert's Groove","HVS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Gelert's Groove Direct Finish","?? ??","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Corbomight","E6 6b","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"The Bean","VS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Bean and Gone","VS 5a","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Freebee","S","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"Edgehog","S","All","Low",3,NA,NA,NA,NA
"Corbiere Stack",49.419809,-2.607704,"The Jam","HS 4b","All","Low",3,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Brief Encounter","HVS 4c","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Virgo","S","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Easy Groove","D","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Offshore Trades","VS 4b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Blitz","HVS 4c","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Jericho Jazz","VS 4b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Ad Infinitum","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Le Chain Bodu","E2 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Crown of Thorns","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"King of Jews","E2 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Boogie to Bethlehem","HVS 5a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Autumn Madness","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Indian Summer","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Botany Bay","S","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Lefthand Crack","M","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Fly Paper","VS 4b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Centre Crack","HS 4b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Righthand Crack","M","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Wolf in Sheeps Clothing","E3 6a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Cato","HVS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Chicken Run","E3","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Rabbit Run","E3","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Fracture","VS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Spare Rib","VS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Straw Dogs","E3 6a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"The Lynx","HVS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Floating Rib a.k.a The Pink Panther","VS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Cassarole","HS 4a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Clouseau","HVS 5a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Incision","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Partners In Crime","E2 6a","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"9-9-9","HS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Harelip","VS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"6-6-6","HVS","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Pink Pussy","VD","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Morendo Wall","E1 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Mortally Wounded","E3 5b","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"The Blowhole","S","All","All",0,NA,NA,NA,NA
"The Main Cliff",49.419809,-2.60665,"Blowout","HVS 5a","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Origional Route","D/VD","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Champion","HVS 4c","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Climb with No Name","HVS 5a","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Cat's Cradle","HVS","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Centrall Buttress Climb","HS","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"The Golden Fleece","E1 5a","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Handful of Dust","S","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"A Fistfull of Dollars","HVS 4c","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Pitch Black","VS","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Crushed Asian Traverse","E1","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Glrss Trip","HS 4a","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Grass Trip Direct","VS 4a","All","All",0,NA,NA,NA,NA
"Central Slab And Buttress",49.419552,-2.605704,"Day Tripper","HS 4b","All","All",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Nester's Crack","HS 4b","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Swing'in in the Rain","VS 4c","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Mafloso","HVS 5b","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Dark Secret","S","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Le Bigard Arete","VS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Spirit of the Age","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Animal Magic","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Sarcophagus","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"The Roaring Scilence","VS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Damnation Alley","E1 5c","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Quasar","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Blinded by the Light","D/VD","Neap","High",0,NA,NA,NA,NA
"Le Bigard Stack",49.419309,-2.60585,"Birdy Franklin","HVS 5b","Neap","High",0,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Highwayman","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Yellow Peril","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Deception","E1 5b","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"The Undercover Man","HVS 4c","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Bohu","E1 5b","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Stormy Sunday","HVS 5b","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Lazy Sunday","S","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Electric Horseman","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Speed Freak","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Topectomy Crack","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Thunder","S","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Lightening","S","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"The Flasher","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"No Rest for the Wicked","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"A Fettish for Fur","HVS 5a","All","Low",2,NA,NA,NA,NA
"Sea Wall",49.419455,-2.605057,"Backbender","S 4a","All","Low",2,NA,NA,NA,NA
"Les Herbeuses",49.419684,-2.600421,"Stairway","D","All","All",0,NA,NA,NA,NA
"Les Herbeuses",49.419684,-2.600421,"Windbag","VS 4c","All","All",0,NA,NA,NA,NA
"Les Herbeuses",49.419684,-2.600421,"Nouvelles Frontieres","HVS 4c","All","All",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Wet","HS 4b","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Slurp","VD","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Yoyo","S","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Green Crystal","S","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Swinging","HS 4c","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Corner Climb","D","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Arete Climb","D","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Slab Climb","S","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Metamorphosis","VS 4c","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"The Changeling","E1 5b","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Sine Line","VD","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab",49.418837,-2.598725,"Scarab","D","Neap","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Wind-Assisted","D","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Let's Dance","S","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Two to Tango","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"The Waltzer","S","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Ricochet","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Shoot to Kill","VD","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Stack)",49.418948,-2.600068,"Rubber Bullets","S","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Direct","HS 4b","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Edge to Infinity","S","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"H to He","HS 4b","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"The Aerosol Grey Machine","HS 4b","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"The Quiet Zone","D","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Pioneers Over C","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Hebalob","VS 5a","Spring","Low",0,NA,NA,NA,NA
"Sunset Slab (Knife Edge Stack)",49.418976,-2.601171,"Hebalob Direct Start","VS 5a","Spring","Low",0,NA,NA,NA,NA
